full_name,net,ORAPM,DRAPM,oTS,oTOV,oSC,dTS,dTOV,dSC,RESID,PVAL,ci95,weff
ID_1643121,-3.513339011172068,-3.3777258777128116,-0.13561313345925635,-2.5033218335984913,-0.1615868874344264,-0.7128171566798941,-0.1403162397131285,0.09288625760766714,-0.08818315135379497,0.0,-0.8697009378604483,5.125660348244521,3761.255174202778
Liam McNeeley,-3.513809930872323,-2.1693857135881864,-1.3444242172841365,-2.308448326855053,0.0771087923842253,0.061953820882641175,-0.2697386913085312,-0.8209379712289491,-0.2537475547466564,0.0,-0.935622912708739,5.415402406035733,3199.9657347032526
Dariq Whitehead,-3.5147073129856827,-3.0346439427748653,-0.4800633702108173,-2.358641504738877,-0.17471239264493035,-0.5012900453910579,-0.7398060230150234,0.3314008428494086,-0.07165819004520245,0.0,-0.41625978523178214,4.5596068729963495,5537.299024762785
Malachi Smith,-3.516888115751157,-2.7313183989257745,-0.7855697168253823,-1.984245820245468,-0.08110857296699188,-0.6659640057133144,-0.38847235904128696,-0.20938830245125287,-0.1877090553328425,0.0,-1.1441699364644016,4.0639809664472955,8737.606407256819
ID_1642578,-3.5170101878176667,-2.461774566441661,-1.055235621376006,-2.1505052005352856,-0.5575840734306803,0.24631470752430495,-0.4045008214876399,-0.4452636674486529,-0.20547113243971316,0.0,-0.9620041657947414,4.292580507254159,6939.954319842169
ID_1631458,-3.5207636510612152,-2.386779084467727,-1.1339845665934887,-2.1970185012339676,-0.09942292211588305,-0.09033766111787614,-1.2212050809725659,0.13200285804522405,-0.044782343666147056,0.0,-0.1025400688546822,6.412360001369691,2017.2461457511522
ID_1642527,-3.5274021258438046,-2.9870245000982774,-0.5403776257455274,-1.7840477590916248,-0.07324224580443309,-1.1297344952022192,-0.07298635135185477,-0.33253226057835966,-0.13485901381531298,0.0,-1.6703680154003249,4.372859156875914,6458.265688131012
Jarrett Culver,-3.5493237357627625,-2.674263899301928,-0.8750598364608346,-2.15880908491805,-0.10586536993350307,-0.4095894444503746,-0.7935561101144522,0.01839426334738764,-0.0998979896937702,0.0,-0.5969585407302602,4.25710796083765,7176.898777687375
Robert Woodard II,-3.549793517186885,-2.7627161566970266,-0.7870773604898584,-2.289245096001273,-0.32356378850474077,-0.14990727219101327,-0.35798271961413153,-0.30606329716032643,-0.12303134371540043,0.0,-0.902565701571481,5.235669575942079,3528.091086570849
Jack White,-3.5527562700288673,-2.936834365759568,-0.6159219042692989,-2.160221163337517,-0.19107171707232504,-0.5855414853497263,-0.2548597755970073,-0.18124544587553273,-0.1798166827967589,0.0,-1.1376753310943428,6.395742092302451,2033.1308399606646
