full_name,net,ORAPM,DRAPM,oTS,oTOV,oSC,dTS,dTOV,dSC,RESID,PVAL,ci95,weff,nba_player_id,id_ambiguous,war,war_rate82,dollar_value
Kyrie Irving,4.376333327994134,3.6961590769047294,0.422675031973337,2.196687337298851,1.0425432572083158,0.4569284823975629,1.0587585213051753,0.0690447476820864,-0.7051282370139247,0.25749921911606766,0.8633882502740402,3.8053450260322794,14579.081369787802,202681,False,,,
Stephen Curry,4.33425469424934,4.791353539663587,-0.3743220421511104,4.930654267253849,-0.1264808799312317,-0.012819847659030752,-0.842020344666826,0.11914258830175128,0.34855571421396425,-0.08277680326313597,0.3283975749254531,3.072729612611808,22359.81861127478,201939,False,2.452,4.677,7357245.0
Donovan Mitchell,4.1818221958478965,3.397577175995637,0.6751423185395645,1.8194595045721034,1.3051331972249536,0.2729844741985801,-0.07343495405753356,0.4771753558570871,0.271401916740011,0.10910270131269506,2.3266949440206317,2.7664059391744513,27585.56062113274,1628378,False,7.415,8.812,22245333.0
Franz Wagner,4.021547453473046,1.2480611794083303,2.4365933018245443,0.7326271820142551,0.4362679923714853,0.07916600502258966,0.644991020564659,0.8509630725900859,0.9406392086697996,0.33689297224017123,2.3070362786539604,3.34041571264245,18919.620963724963,1630532,False,1.603,3.9829999999999997,4809079.0
Jrue Holiday,4.005705805503522,1.3461785268718272,2.4154305130676708,1.1307806979716373,0.4728844928953502,-0.25748666399516035,1.5217303624745109,0.5300753306389002,0.36362481995425966,0.2440967655640245,1.1090979794933498,2.9646716317968878,24019.2682400048,201950,False,2.907,4.497,8719618.0
Bam Adebayo,3.9408426865221653,0.45681507615521355,3.375082061196471,0.4672455270663884,0.40653407881381415,-0.416964529724989,1.578086384753421,0.3993242137493934,1.3976714626936566,0.10894554917048094,1.7865652255318751,2.748388360695178,27948.467199026818,1628389,False,8.884,9.979,26651203.0
Ajay Mitchell,3.9009739463154425,1.7052152578697872,1.880886830795177,1.630066439331836,0.9317661030527536,-0.8566172845148022,0.11906881873707625,1.0116231474455428,0.7501948646125577,0.3148718576504783,1.8369668305960518,5.135134808192665,8006.017532885371,1642349,False,3.882,5.684,11645148.0
Jayson Tatum,3.797239528741229,2.868330175116657,0.9774558814965234,2.1588878964995653,0.7700602828226772,-0.06061800420558554,0.7997899817711486,-0.402022120276487,0.5796880200018618,-0.04854652787195146,0.8871081783424666,2.9059619961627177,24999.582447037887,1628369,False,0.319,1.634,956703.0
Joel Embiid,3.7914125568143104,1.9458422610564279,1.7637283516563702,3.3975066961062725,0.005489520606846272,-1.457153955656691,1.6579110173785214,-0.48522667877566694,0.5910440130535156,0.08184194410151235,-1.345847100771996,3.6553878087940026,15799.603915961961,203954,False,2.443,5.271,7327966.0
Tobias Harris,3.7455874634403044,1.3017277160597014,2.219766319023373,0.16963430946776353,0.6146496289292929,0.5174437776626449,1.9931767515689354,-0.3643324970715213,0.5909220645259591,0.22409342835723,1.3586829740463755,2.8365869330735523,26237.488288332806,202699,False,3.995,5.283,11984065.0
Jimmy Butler,3.7198057181703463,2.5454256017061474,1.0613353191236607,1.4511179856702074,0.8858539375954854,0.20845367844045437,-0.07601062469156326,0.8660763078713597,0.2712696359438643,0.11304479734053796,2.2316535598511638,3.2438748972877267,20062.47172488795,202710,False,2.117,4.567,6349781.0
Lauri Markkanen,3.6864804814603582,2.162590034033398,1.3060584735081888,1.562039467554771,-0.08088726599118777,0.6814378324698146,1.186811799177716,-0.40600302085962225,0.5252496951900949,0.2178319739187713,0.7197972408090995,3.5313103058383692,16929.401547061112,1628374,False,2.688,5.248,8063357.0
Steven Adams,3.686281506573004,1.351077312185466,1.6101878996530343,-0.6667845418555686,-0.19663441228750295,2.2144962663285375,1.732342304046584,-0.6801953186501123,0.5580409142565628,0.7250162947345036,1.895707449647485,4.844043299635866,8997.358871310755,203500,False,1.158,3.063,3473646.0
Devin Booker,3.5345625287506106,3.5578939159036587,-0.09378950954764204,2.6659932545388942,0.4962196857377012,0.39568097562706295,0.344962291081176,0.06597585673350291,-0.504727657362321,0.07045812239459393,0.4531488607359462,2.8145805899633567,26649.360271617057,1626164,False,6.861,8.79,20581774.0
Dyson Daniels,3.5203963938520113,1.141251882348311,2.1018735556148687,1.4174076007887804,0.24091898137743367,-0.517074699817903,0.44768507531174717,1.1803919561643854,0.4737965241387359,0.27727095588883177,1.378032761862652,3.2406827530698856,20102.321896677593,1630700,False,7.562,8.159,22685529.0
Isaiah Hartenstein,3.446964442090871,0.9031955669164777,2.0089431752680427,-0.7927177426788248,-0.15545819852117387,1.8513715081164763,1.8095573007568606,-0.0535580203461261,0.25294389485730834,0.5348256999063503,1.8952991841064848,3.4016424001117365,18244.658742724776,1628392,False,2.566,4.477,7697695.0
Luka Doncic,3.4448485038458845,3.451575686198834,-0.04925684452746981,3.2961261516658835,0.9668548118992145,-0.811405277366264,-0.28422863389503855,-0.35060024486669894,0.5855720342342677,0.04252966217452059,0.3904213239005193,2.8415329933437192,26146.133969079914,,True,,,
Aaron Gordon,3.198608004098988,1.1649370059199866,1.9601081063053338,0.4791176212846801,0.5048369011516175,0.180982483483689,1.8402057964452765,-0.3886242814991202,0.5085265913591775,0.07356289187366727,0.8057216944953638,3.24949550618764,19993.136603127234,203932,False,1.132,2.578,3395395.0
Neemias Queta,3.1794020586960414,0.34049247665116866,2.1108337099584062,-0.5229442568696745,0.1635204437999169,0.6999162897209262,2.0396704290258465,0.04386530947280952,0.02729797145975029,0.7280758720864666,0.934600014453403,4.639140538397685,9809.331774220744,1629674,False,7.46,8.049,22379922.0
Tyrese Haliburton,3.1378740056266183,3.2440662441929637,-0.19247101844383613,2.966815398056971,0.8691633075428851,-0.5919124614068919,-0.0877389634101911,0.1573386624727916,-0.2620707175064366,0.08627877987749066,0.17251879110234813,3.3645662786920627,18649.054131507488,1630169,False,,,
Pascal Siakam,3.1197323522094926,1.728220976415258,1.3547297868269335,0.7488950255382829,1.417840616896276,-0.4385146660193009,1.065629982267416,-0.03652730600697854,0.3256271105664961,0.036781588967301104,1.2684257554364928,2.724596474778801,28438.642765868826,1627783,False,5.109,6.757,15326177.0
Damian Lillard,3.080950222671604,3.2637136398842537,-0.08830147249475356,2.7169460061890867,0.8865426954173168,-0.3397750617221501,0.28376027537743365,-0.6575571663211855,0.28549541844899834,-0.09446194471789626,0.17470588582297947,3.706363018890727,15368.037198720416,203081,False,,,
Moussa Diabate,3.069961000127884,1.7822013326944672,0.6822581476161402,-1.0311772142147115,0.166337031003183,2.647041515905996,0.12163721975007821,0.46142260188544404,0.09919832598061798,0.6055015198172766,3.373999474775241,4.662087168210729,9713.10581757675,1631217,False,6.282,7.154999999999999,18846351.0
Marcus Smart,3.0585274744698077,0.6655042492408594,2.25023711766935,1.1781228632400071,0.2139849651215175,-0.7266035791206653,0.4197476383996327,1.1755241432759829,0.6549653359937345,0.1427861075595982,1.3178708652705695,3.4722325990980663,17510.391127808558,203935,False,3.902,5.16,11705461.0
Herbert Jones,2.9881128653877354,0.505874099800155,2.4777083609936206,1.0568015383255924,0.40022995661040456,-0.9511573951358421,1.1476024512734058,0.9518817926820988,0.37822411703811615,0.004530404593959592,0.7791784711947776,3.6361213517040474,15967.475690244484,1630529,False,2.78,4.071,8339911.0
Jarrett Allen,2.9439113985397336,1.4134318646233783,1.4637379838956055,1.2614334391152568,-0.5510575565474798,0.7030559820556014,1.0593570921289406,0.34172581285903914,0.06265507890762576,0.06674155002074977,0.5563793172747865,2.994134046642516,23548.909239087574,1628386,False,4.485,6.687,13455522.0
Amen Thompson,2.9214356273449855,0.8299946201955241,1.7818569769340675,-0.9249441230863362,0.6946903629015581,1.0602483803803022,1.2459577486208107,0.2885030451897858,0.24739618312347106,0.3095840302153938,2.290837971595117,3.2817019893717068,19602.630892654845,,True,,,
Dereck Lively II,2.8937813108805353,0.637766436363579,1.5627585556502261,0.03454482709987389,-0.053108625895831055,0.6563302351595361,1.1173239323783188,0.11765512857605732,0.3277794946958498,0.6932563188667302,1.0486562325356121,6.216175494836816,5463.4385261430325,1641726,False,0.036,0.421,107780.0
Kevin Durant,2.88031353523652,3.0244387375697563,0.07093756616056401,5.038170703669638,-0.6735052428899744,-1.3402267232099072,0.8439793441033009,-0.7642297874892064,-0.00881199045353042,-0.21506276849380024,-2.786773744042619,2.8398122932812826,26177.9232578643,201142,False,8.792,9.363,26377268.0
Karl-Anthony Towns,2.838498365999267,2.284761393082585,0.5181543089358897,1.9820480010933288,-0.07644155766286964,0.379154949652126,0.3995643170252193,-0.2093068226495591,0.32789681456022945,0.035582663980791907,0.4213033838999267,2.7943756351178375,27036.355498537185,1626157,False,7.237,8.02,21711449.0
Anthony Davis,2.8053450211611866,0.2814107613398549,2.5078090749177906,0.36631400700145494,0.14259234553747296,-0.22749559119907303,1.4731288403157812,-0.08814044908690137,1.1228206836889107,0.01612518490354109,0.9497769889404093,3.5321622176796206,16921.240497413957,203076,False,0.628,2.575,1884093.0
Fred VanVleet,2.802551415377657,0.6268394165873183,1.9148456336751007,-0.23326836733857742,1.0795940864420737,-0.2194863025161779,0.24625421450252358,0.7547068370321854,0.9138845821403918,0.26086636511523764,2.5286992030984727,3.5402960142925894,16843.658044007054,1627832,False,,,
Miles McBride,2.7013414746141233,1.4689246025453202,0.7654898853144116,-1.239081764702695,1.2678460417430428,1.4401603255049724,0.7510839261773505,0.24087578324085368,-0.22646982410379257,0.4669269867543915,2.722412326385076,3.9323921948734606,13652.179741540349,1630540,False,1.258,2.579,3774525.0
Hugo González,2.692695253960819,0.8119853425608267,0.5044654540396668,0.0979677257763178,0.011959877263768931,0.7020577395207399,0.8968378118097804,0.13232750985134029,-0.5246998676214539,1.3762444573603256,0.3216452590143951,7.501894259085157,3751.4156678881573,,True,,,
Dean Wade,2.6431390452181165,0.2719079213926565,2.0940659495398264,-0.06533343302180411,0.1276166840735366,0.20962467034092405,0.9562361064872844,0.46480448623939524,0.6730253568131468,0.2771651742856336,1.4750711974670028,3.878025233023943,14037.912860348111,1629731,False,1.947,2.753,5842409.0
Kon Knueppel,2.6248969928573205,2.2218570670512507,0.25444816548190174,2.2295127115582036,0.027389028039249752,-0.03504467254620293,0.7222836869555469,-0.5299445837938301,0.06210906232018499,0.14859176032416777,-0.4754911659805984,4.881207470091869,8860.498663423787,1642851,False,5.715,5.858,17144782.0
Ausar Thompson,2.6235027868517857,-0.09192450765632909,2.3330982742907076,-0.7812999256280515,-0.11011751894984075,0.7994929369215632,1.2793987558396676,1.0452052840658361,0.008494234385203865,0.3823290202174072,1.7430749364227625,3.7810596328402246,14767.45895835328,,True,,,
Paul George,2.596919960085456,0.6342080581656556,1.7416864149748923,1.1396501454438428,0.4391814301737435,-0.9446235174519307,0.8437076004257271,0.6510621576864094,0.24691665686275582,0.22102548694490798,0.39253672727097794,3.3896575017983293,18373.884277542034,202331,False,1.238,2.743,3712789.0
Kevin Huerter,2.583995597988978,1.382067357003125,1.1247654762627963,1.5034868508657615,0.3845373647834811,-0.5059568586461176,1.0339455840497154,-0.14545212309191233,0.23627201530499342,0.07716276472305683,-0.03059960164955544,3.317247301467099,19184.80986532126,1628989,False,1.268,1.5288970588235293,3802711.0
Sam Hauser,2.5830557069303532,1.870093776590283,0.3581072458161095,0.7068309983185082,0.6865341504357914,0.4767286278359834,1.1299082072366533,-0.9084621095582327,0.13666114813768887,0.35485468452396063,0.391461816851231,3.5852470566175483,16423.84297188187,1630573,False,3.086,3.244,9257029.0
Mikal Bridges,2.520074063500699,0.9648567684461697,1.3740914413280951,0.7297054942654422,0.64137218575338,-0.4062209115726525,1.6353445281664898,0.12025445076289468,-0.38150753760128925,0.1811258537264342,-0.026101812657667145,2.4871429478354736,34128.13148224491,1628969,False,5.701,5.771,17102236.0
OG Anunoby,2.4621874508126114,0.4524146861389387,1.846694742394288,0.679773148718994,-0.2186796265072934,-0.008678836072761898,0.4907864057971697,0.7984244851859987,0.5574838514111198,0.16307802227938462,1.1285498740170632,2.7762967252612882,27389.352081280915,,True,,,
De'Aaron Fox,2.459710041509701,2.438090888942752,-0.16785702667355612,1.350472005549137,1.3936033318816863,-0.30598444848807105,-0.03718364373619651,-0.39180889108914696,0.2611355081517874,0.18947617924050464,0.9569455004562555,2.7727660827077587,27459.134957117014,1628368,False,6.069,6.912,18206364.0
Cade Cunningham,2.4496971255161055,1.5167465181673332,0.9150315459424625,1.8276513202294962,-0.1168238712397696,-0.19408093082239347,0.0329372199084272,0.3660141495177706,0.5160801765162647,0.017919061406309833,0.5711895239718723,3.075402360601453,22320.747372427617,1630595,False,4.898,6.375,14693327.0
Julian Champagnie,2.3941895157580886,1.5065721461004924,0.7957761182824374,1.2590059096445474,0.40505807062832544,-0.15749183417238044,0.8316909808175605,-0.1460911218046782,0.11017625926955507,0.09184125137515853,0.21165137392082187,3.3472705629741686,18842.233425729268,1630577,False,4.212,4.212,12636382.0
Austin Reaves,2.358129887604764,2.0503242416451846,0.23743590133612777,2.3231325753274312,0.463744051595215,-0.7365523852774617,0.17107036039224452,-0.12965474866007376,0.196020289603957,0.07036974462345169,-0.20644279273836347,3.0304276939563306,22988.18992475568,1630559,False,3.016,4.85,9048802.0
Zach Edey,2.2976092417324407,0.04711726080589873,1.5221794373585489,-0.6611565524253451,-0.5199128564093124,1.2281866696405563,1.2450856834767667,-0.48187161884717766,0.7589653727289597,0.7283125435679931,0.985367567113026,6.551013362144597,4919.21879109235,1641744,False,0.137,1.021,410823.0
Clint Capela,2.281446897121824,-0.4724845340442101,2.2479340517051014,-2.1919945815108495,0.22625405121781578,1.4932559962488237,2.46000697158591,-0.3034344001577344,0.09136148027692598,0.5059973794609325,1.507437127585831,3.7349471328628527,15133.698800278493,,True,,,
Kevon Looney,2.2152087981247304,0.2777309045834546,1.4458299087730566,-1.8371889768903382,0.2757537200135795,1.8391661614602133,1.3727751193964846,-0.5620326589228399,0.635087448299412,0.49164798476821914,2.1879746708503647,4.262831507087612,11617.699969972342,1626172,False,0.19,0.742,569780.0
LaMelo Ball,2.1644583071921533,3.520287454250373,-1.500517456774359,1.4914851372747018,0.4295581910708009,1.5992441259048702,-1.278572944011456,-0.12131466635393208,-0.10062984640897107,0.14468830971613933,1.806857804212768,3.5809648278342734,16463.489880404937,,True,,,
Jamal Murray,2.1375786767752345,3.5332755210560594,-1.2663281397632797,2.5166991935809895,1.3206890591624383,-0.3041127316873685,0.3140314667172351,-0.8432020643734784,-0.7371575421070365,-0.12936870451754512,-0.5637832790054451,2.8242250649045832,26467.71880297408,1627750,False,4.519,4.941,13556582.0
Robert Williams III,2.118186306419682,-0.5151875203964125,1.939390739902556,-0.9408432944021579,-0.6511319317039722,1.0767877057097175,2.294279812886586,-0.1203856794546265,-0.2345033935294033,0.6939830869135386,0.07076670102171545,4.812249781952271,9116.254412263725,1629057,False,2.132,2.963,6396079.0
Jose Alvarado,2.1078274657915914,0.0011924671276414278,1.6934356024576782,-0.4670001253520386,0.43410225302359573,0.034090339456084306,1.2533669100032119,0.6505985805200712,-0.210529888065605,0.4131993962062719,0.9082612849341463,4.022275360292109,13048.752699086135,1630631,False,1.166,1.385304347826087,3497246.0
Cameron Johnson,2.092638437067972,1.8517015673614248,0.22832272451629415,1.2464007247866016,0.535533404740071,0.06976743783475205,-0.2856086012279708,-0.058425595847577394,0.5723569215918424,0.012614145190253279,1.1192321683190882,3.412153474293842,18132.42813639284,1629661,False,2.713,4.119,8138346.0
Derrick Jones Jr.,2.091888812320236,0.020318356883861355,1.7200232127539095,0.1778384069702647,0.1581930133079319,-0.31571306339433525,0.961393512276471,0.5674303130806292,0.1911993873968094,0.35154724268246507,0.6011096503910353,3.5498263324089288,16753.262790324487,1627884,False,1.381,2.265,4142714.0
Payton Pritchard,2.0792972405875276,2.5373249129530513,-0.7350078761211883,0.05613051784546502,1.26480530754409,1.2163890875634964,-0.36932105826384176,-0.14781347430430347,-0.2178733435530431,0.2769802037556648,2.1155075772502396,3.0998538525541908,21970.005426340318,1630202,False,6.247,6.484,18741133.0
Desmond Bane,2.05945346885551,2.1194139101717884,-0.06764477880383998,1.405954670284276,0.6686869194362626,0.04477232045124954,-0.05098357518283493,-0.1482607475417183,0.13159954392071324,0.007684337487561699,0.696798036266507,2.8971436794300196,25152.226571707622,1630217,False,6.15,6.225,18448617.0
Jalen Smith,1.9559496862108086,1.6470993117216919,0.17806322457912452,0.5295845027949324,0.13172327894099883,0.9857915299857608,0.5746495981499543,-0.44628947469698393,0.04970310112615415,0.13078714990999218,0.72092843535593,4.4228618746907085,10792.104520830504,1630188,False,2.03,3.1410000000000005,6089643.0
Tari Eason,1.8857913680054326,0.2571895673020841,1.370480744488375,-0.803441553419673,-0.31136261558732964,1.3719937363090868,0.6617700166962289,0.1854279239517298,0.5232828038404163,0.2581210562149734,1.7693418485139032,4.0315706619551674,12988.82634699274,1631106,False,2.461,3.364,7383917.0
Dorian Finney-Smith,1.882169251335796,0.4239237998442678,1.321656977144574,0.19734937737491726,0.2813199410110796,-0.054745518541729044,1.1198518861856317,0.1749918513029643,0.0268132396559781,0.1365884743469541,0.42837951342829295,3.515158211420126,17085.320256888677,1627827,False,0.357,0.791,1071341.0
VJ Edgecombe,1.8807967855844314,0.8376922515470551,0.34767184116976013,-0.4506938433694457,0.1726878472541017,1.1156982476623991,0.521899919090101,0.30560383463750085,-0.47983191255784174,0.6954326928676162,1.1141580169961602,4.406525344797874,10872.266699417165,1642845,False,4.824,5.274,14470942.0
Isaiah Joe,1.8668335802741196,1.5073173718935693,0.2797041957135898,1.164231317217801,0.5297002788571196,-0.1866142241813514,0.17941317543755136,0.5821395223201085,-0.4818485020440701,0.07981201266696059,0.4433770749518065,3.6490981223917927,15854.7197613258,1630198,False,2.069,2.424,6207385.0
Javonte Green,1.8406596020983446,0.35838814077769904,1.3119832232350948,1.0572569280053863,-0.35280903927673574,-0.34605974795095146,0.18767302618558315,1.3154630893162664,-0.19115289226675494,0.17028823808555082,0.4254414098218243,4.294905812657829,11444.788286143816,1629750,False,3.611,3.6550000000000002,10832516.0
Jalen Brunson,1.8252486689446914,3.2308615253832484,-1.2827731074056008,1.6371884952013689,1.4672961293081874,0.1263769008736921,-1.4995808978738712,0.01624872191880305,0.20055906854946737,-0.12283974903295625,1.81048082065015,2.5963433036138888,31317.816026688706,1628973,False,8.271,9.291,24812573.0
Jalen Suggs,1.8190167233811128,-0.9996855526009807,2.513981304781964,0.5495788081560291,-0.4123966963851151,-1.1368676643718947,0.45482033022508594,1.1906285801291918,0.8685323944276861,0.30472097120012953,0.5098966137998682,3.6822399223161395,15569.996135724537,1630591,False,1.796,2.63,5388595.0
Nickeil Alexander-Walker,1.7738907655930611,1.219114764414905,0.3975046251440865,0.660927415558578,0.5501654589150506,0.008021889941276263,0.2878879831231513,0.37718969848677203,-0.2675730564658368,0.1572713760340696,0.6678039908772622,3.000481653572616,23449.466200374605,1629638,False,4.965,5.22,14895377.0
Sion James,1.7662487859701717,-0.22760264881759595,1.3799724354080007,-0.46131611117376153,-0.3784357596870775,0.6121492220432431,0.7542904928961114,-0.14805138400939843,0.7737333265212879,0.6138789993797669,0.859395404868055,5.804288440249883,6267.22931521272,1642883,False,3.077,3.115,9231677.0
Cason Wallace,1.6767779327763854,-0.6407074631312643,2.1579763615470715,-1.1861613639468147,0.6226659397124484,-0.07721203889689802,0.39282995340405413,1.2600175085839025,0.5051288995591147,0.15950903436057828,2.3106003089585676,3.3988111728888253,18275.592312346987,1641717,False,4.043,4.362,12128188.0
Paul Reed,1.670521125016529,-0.21882757388016993,1.412716460803905,-1.7431251524577112,0.015509211108682582,1.5087883674688587,0.39719952951093057,0.7695959769896591,0.24592095430331506,0.4766322380927941,2.5398145098705154,4.811739770150256,9118.365638441028,1630194,False,2.367,3.033,7101195.0
Luke Kornet,1.6052529497030337,-0.2843522118466466,1.302807982003803,-1.467820124362689,0.17773202155627937,1.005735890959763,1.5983082584940165,-0.40480224585440655,0.10930196936419292,0.5867971795458773,0.8879676360258287,3.995190029717424,13226.415781677315,1628436,False,3.788,4.568,11364866.0
