full_name,net,ORAPM,DRAPM,oTS,oTOV,oSC,dTS,dTOV,dSC,RESID,PVAL,ci95,weff
Robbie Avila,1.0577344138185156,0.4881712803288953,0.5695631334896204,0.6719077715863916,0.07838565917048738,-0.26212215042798365,0.56313585645996,-0.00693600817027408,0.013363285199934447,0.0,-0.17730921422783585,4.54470151972286,8068.688061931234
Ja'Kobi Gillespie,0.7832462419937316,0.4749291114497217,0.3083171305440099,0.1379833149961821,0.23680954804454457,0.10013624840899504,0.18882475089054834,0.12296738593717225,-0.0034750062837106965,0.0,0.4564381761070012,4.528274306338068,8841.037253443654
Jaden Bradley,0.7380309305427356,0.045990324091642526,0.6920406064510931,-0.13412351172722348,0.20231691584913797,-0.022203080030271966,0.545917552318181,0.10205119353515957,0.04407186059775255,0.0,0.3262368899517781,4.518314708529867,9384.4251113547
Yaxel Lendeborg,0.6895683052327706,0.15841312128465151,0.5311551839481191,-0.47669877265206234,0.2566587971515944,0.37845309678511946,0.5685970039853496,0.04967129963778043,-0.08711311967501092,0.0,0.5976700738994833,4.530540114610634,8724.501668803456
Zakai Zeigler,0.6006489965268305,0.025468817425022328,0.5751801791018082,-0.2214247715471105,0.25164803745324404,-0.004754448481111229,0.40992584390200487,0.14860731547187211,0.016647019727931242,0.0,0.4121479241719362,4.59096522311364,6461.92538146574
Milan Momcilovic,0.5937539685750151,-0.010924715004659247,0.6046786835796742,0.01200225688076162,0.14023454578671696,-0.16316151767213782,0.3738614766896437,0.2102560645736471,0.020561142316383403,0.0,0.20789023500460962,4.5679279258258285,7175.142798521104
Cameron Boozer,0.5810881997803856,-0.05119271785790086,0.6322809176382864,-0.3153419142857817,0.106020961625943,0.15812823480193783,0.4781500445462746,0.08936646541629428,0.06476440767571756,0.0,0.41828006951989266,4.734046757496294,3968.6534817843703
Braden Smith,0.5739077702174101,0.30808806219141704,0.2658197080259931,0.10045660262542955,0.23800637240302708,-0.030374912837039608,0.20286355379023696,0.09285701877925791,-0.02990086454350175,0.0,0.2705876138017436,4.504053144602484,10290.159836417875
Tyrese Proctor,0.5651878760841822,0.19929836550859406,0.36588951057558816,0.17501728398751004,0.17522874497795904,-0.15094766345687502,0.3389960172232412,0.041704996308006614,-0.014811502955659642,0.0,0.051174574873430995,4.64060678856821,5314.565490379368
Steven Ashworth,0.4803126702753964,0.2631039088585889,0.2172087614168075,0.4758271858811506,0.08414828610595226,-0.2968715631285139,0.2870588086292592,-0.05474393105041374,-0.015106116162037945,0.0,-0.28257332423501336,4.57304091122,7002.462390613651
