full_name,net,ORAPM,DRAPM,oTS,oTOV,oSC,dTS,dTOV,dSC,RESID,PVAL,ci95,weff
Harrison Ingram,1.0242300352424316,0.14123750609595387,0.8829925291464777,-0.8800961368105419,0.5161462962288191,0.5051873466776766,0.38654841738190127,0.4533938435522963,0.043050268212280245,0.0,1.5177777546710722,4.4013596690753705,9565.150153072354
Oscar Tshiebwe,0.9046248876760059,0.6946218895438313,0.21000299813217455,-1.0474969340237905,0.07126686242148172,1.67085196114614,-0.13532760977415223,0.08532479660158863,0.26000581130473815,0.0,2.0874494314739485,4.477299582469795,7599.096032229662
Andersson Garcia,0.6522853714368644,-0.17109361221004765,0.8233789836469121,-0.7805253907526828,0.26047711831667925,0.34895466022595595,-0.07621836993566579,0.672143253653065,0.2274540999295128,0.0,1.509029132125213,4.8181417027648985,3857.564286799735
Braxton Key,0.5497052209681931,-0.9801399730444601,1.5298451940126532,-0.7543171512007711,0.2755968672084037,-0.5014196890520927,-0.008292740788604952,1.357586005831595,0.18055192896966302,0.0,1.3123151129575692,4.459182477496456,7984.7629883955
Daishen Nix,0.5160759504382544,-0.2923308122028194,0.8084067626410738,-0.7545319144764479,0.36877984956276155,0.09342125271086688,-0.2794099984354207,0.9850219584234794,0.10279480265301516,0.0,1.5500178633501231,4.327210338474151,12718.283007267179
Hepburn,0.2946218282853159,-0.7151368990618516,1.0097587273471675,-0.729893176583454,-0.007040925133748148,0.02179720265535051,0.026434695521813933,0.8991766922494007,0.08414733957595288,0.0,0.9980803093469559,5.409072326213986,1999.599885011176
Chris Mañon,0.2743736377793726,-0.6236932763442358,0.8980669141236084,-0.5664762278899651,0.16271293528182956,-0.21992998373610018,0.4344310964403465,0.4829286888348354,-0.019292871151573555,0.0,0.40641876922899123,4.675880004633695,4895.210679542165
ID_1641799,0.2654222317527152,-0.8465503422726478,1.111972574025363,-0.843648184608993,-0.10000110894260335,0.0970989512789486,-0.02335142852153646,0.913791734111665,0.2215322684352345,0.0,1.1324218448832448,4.4763781310725195,7618.676281757629
ID_1630627,0.23920075939235297,-0.5240453098041411,0.7632460691964941,-0.8032511518385104,0.26817644980804467,0.011029392226324652,-0.021159814934796878,0.6526968368078382,0.13170904732345276,0.0,1.0636117261656604,4.535262487181106,6545.478326889849
Damion Baugh,0.23519385697848116,-0.06967329982475118,0.30486715680323234,-0.6804761476012476,0.14352288728272267,0.4672799604937738,-0.16715274174647285,0.46224174619281544,0.009778152356889794,0.0,1.0828227463262017,4.3839004773875345,10147.802150918453
Amari Williams,0.23324023803157135,-0.5707898439505372,0.8040300819821086,-0.6119259836960648,-0.15747859968141592,0.19861473942694347,0.468259754476147,0.39074348304048123,-0.05497315553451963,0.0,0.37690646725148913,4.967212069062185,3156.4013225218378
Chuma Okeke,0.21564937912205429,-0.4787935126729632,0.6944428917950175,-0.7666085265634817,0.33534107734945445,-0.04752606345893598,0.4997359919271597,0.15938296633270865,0.03532393353514922,0.0,0.48252191375837633,4.709880169879011,4615.216041081574
Jordan Schakel,0.2089840617780758,-0.014046631768945828,0.22303069354702162,-0.9411060853901629,0.4153830149268991,0.511676438694318,0.04969158959860018,0.2084663558096066,-0.03512725186118517,0.0,1.1003985575696384,4.499495279785543,7166.761625810296
Malevy Leons,0.20677378745282637,-0.6627556365973876,0.8695294240502139,-0.7932925338332232,0.02637105620437629,0.10416584103145934,0.21169516748458175,0.4263463459139195,0.23148791065171268,0.0,0.7883711538014678,4.469882359830923,7757.5355892142725
Justise Winslow,0.20522012064019168,-0.5977324758339824,0.802952596474174,-0.8140990369192177,0.15384077993171608,0.06252578115351926,0.36931683932704873,0.3968235587495381,0.03681219839758716,0.0,0.6500023182323607,5.339502274037941,2120.303234798451
Justin Minaya,0.18969258075289785,-0.7385982197264154,0.9282908004793132,-0.8872178600135543,0.06975874499589246,0.07886089529124637,-0.07024401479345757,1.0828687161009811,-0.08433390082821039,0.0,1.1471544555599096,4.386574366711196,10052.757764422568
David Roddy,0.1740368511212954,-0.7258519655991528,0.8998888167204482,-0.7629390053915438,0.010036103553920282,0.027050936238470796,0.3066278615800161,0.4356110982097735,0.15764985693065858,0.0,0.6303479949328232,4.654180232534516,5093.60586714411
Elijah Harkless,0.16464187350375253,-0.2385096565901707,0.40315153009392324,-0.5936828376848036,0.3144166751877251,0.04075650590690777,-0.3774149663454013,0.6960237906852554,0.08454270575406908,0.0,1.1357396775339574,4.603265036163245,5645.475026962818
ID_1630817,0.09592128191130775,-0.015540629188133037,0.11146191109944079,-0.9402776600765462,0.32771821364114045,0.5970188172472728,-0.01743850279536882,0.18112545251630882,-0.05222503862149922,0.0,1.0536374447832229,4.675592059534277,4892.385700466708
Malik Williams,0.04056806820926534,-0.3259005871615552,0.3664686553708205,-0.8967593706816819,0.20766040648266193,0.36319837703746477,0.5150566135414832,0.0638036984937085,-0.21239165666437124,0.0,0.4222708253494639,4.389291037999768,9959.671871812563
ID_1641917,0.030072195260943624,-0.37092868808459345,0.4010008833455371,-0.5290325287718296,0.099012844925106,0.05909099576213017,-0.050147691765473915,0.29862934116439466,0.1525192339466163,0.0,0.6092524157982471,4.396073499369705,9742.264804919509
Nate Hinton,-0.002202434638912787,-0.5818521432587314,0.5796497086198186,-0.8315608337813855,0.09064136862147666,0.1590673219011775,-0.4352372201119149,1.0199593447700117,-0.005072416038278196,0.0,1.2645956192543877,4.305568913506301,14035.467432981313
Morales,-0.0023007062298832093,-0.30568490165014817,0.30338419542026496,-0.6451507440992585,-0.18592616777979426,0.5253920102289047,-0.1023460335822588,0.5061159025423545,-0.10038567353983072,0.0,0.7451960714516341,4.3226902708888,12962.689849835278
ID_1631474,-0.002555219805947549,-0.015059015443990742,0.012503795638043193,-0.785071740773906,0.6032431311749562,0.166769594154959,0.3603536166284179,-0.36459936246088964,0.01674954147051492,0.0,0.42216290433954046,4.355777352667164,11289.91851303767
ID_1643327,-0.02200006968798257,-0.4908776607605102,0.46887759107252763,-0.6546826886301591,0.22450708459327273,-0.06070205672362382,-0.11166114358480808,0.6387076289357442,-0.058168894278408496,0.0,0.7443437625269845,4.681785823599642,4837.140284473914
Wendell Moore Jr.,-0.02225505429472685,-0.5295123727037214,0.5072573184089946,-0.9279073880496506,0.2751684525265243,0.12322656281940492,-0.28149179595411167,0.8100467480885195,-0.021297633725413274,0.0,1.1871441297090353,4.608091750179818,5574.90458692247
ID_1643091,-0.024258793862003636,-0.4886501001278974,0.46439130626589376,-0.722990443723415,0.28974959067485767,-0.05540924707934003,0.0013400742187927306,0.3574175875476975,0.10563364449940357,0.0,0.6973915756426187,4.770570715818921,4151.623078888948
